book_id,work_id,isbn,authors,original_publication_year,title_x,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,genre,pages,_merge,to_read_count
3174,836462,765348802,Steven Erikson,2001.0,"Memories of Ice (The Malazan Book of the Fallen, #3)",4.39,29796,33291,1076,238,682,3401,10531,18439,,,left_only,44.0
3175,2313023,553807056,Dean Koontz,2008.0,"Odd Hours (Odd Thomas, #4)",3.92,32880,36362,2036,422,2088,9027,13099,11726,,,left_only,63.0
3176,253091,451220897,Rachel Caine,2007.0,"The Dead Girls' Dance (The Morganville Vampires, #2)",4.06,46247,49499,1758,736,2273,10253,16301,19936,,,left_only,14.0
3177,1112038,141690817X,Tamora Pierce,1996.0,"The Realms of the Gods (Immortals, #4)",4.32,41233,44104,677,233,1026,6329,13418,23098,"Fantasy,Young Adult,Science Fiction Fantasy,Fiction,Childrens,Young Adult,Young Adult Fantasy,Fantasy,Magic,Audiobook,Fantasy,Dragons,Fantasy,Epic Fantasy",347.0,both,28.0
3178,4987669,765317583,William R. Forstchen,2009.0,"One Second After (After, #1)",3.92,26331,33725,4756,1028,2275,6653,12025,11744,,,left_only,56.0
3179,860418,439656249,Suzanne Collins,2005.0,"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",4.2,31854,34501,1280,375,813,5632,12527,15154,,,left_only,46.0
3180,12922551,374193681,David Levithan,2011.0,The Lover's Dictionary,3.89,34771,38652,4849,676,2473,9299,14184,12020,,,left_only,152.0
3182,1352033,1857231325,Terry Brooks,1985.0,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",3.97,36303,39153,577,437,1876,9188,14699,12953,"Fantasy,Fiction,Fantasy,Epic Fantasy,Science Fiction Fantasy,Young Adult,Adventure,Childrens,Fantasy,High Fantasy,Childrens,Middle Grade,Fantasy,Magic",512.0,both,33.0
3183,2506307,373772327,Gena Showalter,2008.0,The Darkest Kiss (Lords of the Underworld #2),4.26,43594,45469,1597,392,1360,6628,14616,22473,,,left_only,43.0
3184,2854106,553805495,Sarah Addison Allen,2008.0,The Sugar Queen,3.98,37734,42123,4900,353,1861,9554,16723,13632,,,left_only,75.0
3185,14651123,983157227,Jennifer L. Armentrout,2012.0,"Pure (Covenant, #2)",4.34,44665,47501,3098,456,1114,5539,15220,25172,,,left_only,53.0
3186,1057017,7189885,Chimamanda Ngozi Adichie,2003.0,Purple Hibiscus,4.11,29416,34222,3265,226,869,5742,15295,12090,,,left_only,97.0
3187,3173608,743299396,Miranda July,2005.0,No One Belongs Here More Than You,3.81,24717,27817,3225,790,2209,6564,10116,8138,"Short Stories,Fiction,Contemporary,Literature,American,Adult Fiction,Literary Fiction,Literature,Womens,Humor,Unfinished",205.0,both,69.0
3188,14482655,345522486,Kevin Hearne,2011.0,"Hammered (The Iron Druid Chronicles, #3)",4.22,33950,38123,1861,169,921,5796,14889,16348,,,left_only,28.0
3189,1097825,1416509887,Kresley Cole,2006.0,No Rest for the Wicked (Immortals After Dark #3),4.3,42026,44844,1388,243,1065,6113,14784,22639,,,left_only,21.0
3190,3351033,1416599398,Vince Flynn,2008.0,"Extreme Measures (Mitch Rapp, #11)",4.32,32211,35081,826,326,666,4119,12351,17619,,,left_only,25.0
3191,42643523,1632150778,"Brian K. Vaughan, Fiona Staples",2014.0,"Saga, Vol. 4 (Saga, #4)",4.47,38069,38963,3198,166,368,2986,12932,22511,,,left_only,40.0
3192,26234107,1476759545,Jamie McGuire,2013.0,"A Beautiful Wedding (Beautiful, #2.5)",4.08,41359,47475,3241,752,2472,9202,14978,20071,,,left_only,54.0
3193,21865808,307272591,Carl Hiaasen,2013.0,Bad Monkey,3.66,27437,31640,3789,826,2245,9739,12824,6006,"Fiction,Mystery,Humor,Mystery,Crime,Audiobook,Humor,Comedy,Thriller,Mystery Thriller,Contemporary,Adult Fiction,Adult",317.0,both,100.0
3196,1958046,1558749209,"Jack Canfield, Mark Victor Hansen",1993.0,Chicken Soup for the Soul,3.94,28664,30141,632,818,1850,6916,9273,11284,,,left_only,16.0
3197,1005422,349116652,Alexander McCall Smith,2000.0,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",3.95,35205,40316,2273,157,1059,9863,18670,10567,,,left_only,28.0
3198,449511,044661758X,Michael Connelly,1994.0,"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)",4.12,30286,36464,1557,100,578,6491,17061,12234,,,left_only,27.0
3200,1494234,61051586,Terry Pratchett,1998.0,Carpe Jugulum (Discworld #23; Witches #6),4.12,35605,41634,917,121,1021,8200,16617,15675,,,left_only,28.0
3202,6582745,038533351X,Kurt Vonnegut Jr.,1987.0,Bluebeard,4.02,27011,28764,1065,140,881,6495,12029,9219,,,left_only,55.0
3203,115789,684847817,"Brian Froud, Terry Windling",1998.0,Good Faeries/Bad Faeries,3.88,35068,35215,119,2110,2692,7128,8702,14583,"Fantasy,Art,Fiction,Paranormal,Fairies,Fantasy,Mythology,Folklore,Fantasy,Fairy Tales,Science Fiction Fantasy,Fairies,Fae,Reference",192.0,both,34.0
3204,10492902,316043877,Elin Hilderbrand,2010.0,The Island,3.88,29029,31977,2225,337,1340,8456,13498,8346,,,left_only,77.0
3205,538087,451822196,"Stephen King, Bernie Wrightson",1983.0,Cycle of the Werewolf,3.62,30993,36400,1044,687,3635,12773,11097,8208,,,left_only,63.0
3206,1310677,142401099,Jane Yolen,1988.0,The Devil's Arithmetic,4.04,39419,41100,1890,881,1713,8038,14526,15942,,,left_only,98.0
3207,241063,312347294,Alan Weisman,2007.0,The World Without Us,3.79,28549,30591,3048,745,2202,7770,11829,8045,,,left_only,188.0
3208,1605,375708278,Erik Larson,1999.0,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",4.05,29695,33342,2680,311,1140,6639,13795,11457,,,left_only,109.0
3209,42901131,316334529,Elin Hilderbrand,2015.0,The Rumor,3.69,22876,29687,2515,478,1885,9678,12035,5611,,,left_only,70.0
3211,2417683,000723368X,Cecelia Ahern,2008.0,Thanks for the Memories,3.69,31617,34851,1861,976,3153,10241,11747,8734,,,left_only,45.0
3213,3038377,399153721,Nora Roberts,2006.0,Angels Fall,3.98,34484,36711,1140,285,1556,9030,13673,12167,,,left_only,23.0
3214,6525245,1416595163,Vince Flynn,2009.0,"Pursuit of Honor (Mitch Rapp, #12)",4.35,27137,29795,828,168,451,3332,10793,15051,,,left_only,22.0
3215,3202442,312362153,Sherrilyn Kenyon,2008.0,Acheron (Dark-Hunter #14),4.59,44623,47736,3240,441,840,3238,8823,34394,,,left_only,33.0
3216,6264122,038541305X,Pat Conroy,2009.0,South of Broad,3.78,31640,34426,5027,1155,2740,8310,12594,9627,,,left_only,40.0
3217,2307275,676977731,Ami McKay,2006.0,The Birth House,3.99,29721,32573,2360,290,1234,6898,14338,9813,,,left_only,125.0
3218,3700340,1416953582,Lisa McMann,2009.0,"Fade (Wake, #2)",3.95,42540,44487,2316,783,2782,10371,14608,15943,,,left_only,34.0
3220,3197005,1423113497,Rick Riordan,2008.0,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",4.58,32496,33031,509,286,418,2411,6699,23217,,,left_only,27.0
3221,2596626,803733062,Ingrid Law,2008.0,"Savvy (Savvy, #1)",3.96,37593,38549,3517,742,2129,8420,13711,13547,,,left_only,76.0
3222,4500484,034551176X,Bill Simmons,2009.0,The Book of Basketball: The NBA According to The Sports Guy,4.16,24245,25096,838,735,1012,3838,7481,12030,,,left_only,24.0
3223,3236105,446613355,James Patterson,2004.0,"London Bridges (Alex Cross, #10)",3.92,32455,34843,846,368,1689,8800,13401,10585,"Mystery,Fiction,Thriller,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Mystery,Detective,Adult,Audiobook,Mystery,Murder Mystery",403.0,both,40.0
3225,620871,8173711461,"A.P.J. Abdul Kalam, Arun Tiwari",1999.0,Wings of Fire: An Autobiography,4.19,24450,26675,848,258,785,4068,10002,11562,,,left_only,13.0
3226,16334474,62113933,"L.J. Smith, Kevin Williamson, Julie Plec",2011.0,"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)",4.22,27432,27795,172,890,1389,4250,5400,15866,"Paranormal,Vampires,Fantasy,Young Adult,Fantasy,Paranormal,Romance,Fantasy,Supernatural,Fiction,Fantasy,Urban Fantasy,Romance,Paranormal Romance,Horror",241.0,both,18.0
3227,19175796,159420411X,Nate Silver,2012.0,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,3.96,26888,30613,2374,417,1355,6365,13246,9230,"Nonfiction,Science,Business,Economics,Politics,Psychology,Science,Mathematics,Sociology,Social Science,Economics,Finance",534.0,both,175.0
3228,27126244,399160302,Ruta Sepetys,2016.0,Salt to the Sea,4.36,39406,45184,9031,300,749,4368,16513,23254,,,left_only,388.0
3230,4479,618212906,Gary Russell,2002.0,The Lord of the Rings: The Art of The Fellowship of the Ring,4.59,24340,24412,67,211,220,1751,5011,17219,"Fantasy,Art,Fiction,Culture,Film,Classics,Media Tie In,Fantasy,High Fantasy,Reference,Adventure,Science Fiction Fantasy",192.0,both,13.0
3231,13235522,1402244428,Olivia Cunning,2010.0,"Backstage Pass (Sinners on Tour, #1)",4.05,50044,52679,3291,1603,2763,8903,17634,21776,,,left_only,90.0
3233,13122821,1416986561,Rachel Renée Russell,2010.0,"Tales from a Not-So-Popular Party Girl (Dork Diaries, #2)",4.28,26210,29099,1036,625,1236,4110,6470,16658,,,left_only,8.0
3235,7367737,1591842808,Simon Sinek,2009.0,Start with Why: How Great Leaders Inspire Everyone to Take Action,4.07,32899,36466,2119,881,1839,6334,12067,15345,,,left_only,86.0
3236,24084454,1400065941,Fannie Flagg,2013.0,The All-Girl Filling Station's Last Reunion,3.97,26878,32916,5015,497,1306,6927,14195,9991,,,left_only,80.0
3237,51364,452287057,Dorothy Allison,1992.0,Bastard Out of Carolina,4.09,27358,32549,2173,434,1236,5699,12861,12319,,,left_only,70.0
3238,10808145,439895979,Libba Bray,2011.0,Beauty Queens,3.6,39455,41669,6436,2969,4636,9960,12565,11539,,,left_only,203.0
3239,4763873,525951113,Daniel Suarez,2006.0,"Daemon (Daemon, #1)",4.17,18104,30198,2655,485,1268,4318,10720,13407,,,left_only,77.0
3240,1732833,446677124,Scott Turow,1990.0,The Burden of Proof,4.05,29103,29820,222,199,813,6351,12394,10063,,,left_only,21.0
3242,1492360,375714383,Joy Adamson,1960.0,"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",4.17,28820,29385,229,366,812,5365,9892,12950,,,left_only,22.0
3244,952544,439968089,Tamora Pierce,2004.0,"Trickster's Choice (Daughter of the Lioness, #1)",4.27,42252,46843,1122,417,1345,6805,14926,23350,,,left_only,37.0
3245,21580669,62224735,Rosamund Hodge,2014.0,"Cruel Beauty (Cruel Beauty Universe, #1)",3.74,45721,49354,7813,1590,4430,12549,17361,13424,"Fantasy,Young Adult,Romance,Retellings,Fantasy,Fairy Tales,Fantasy,Mythology,Fantasy,Magic,Young Adult,Young Adult Fantasy,Fiction,Fantasy,Paranormal",346.0,both,155.0
3246,13799,553572989,Dan Simmons,1997.0,"The Rise of Endymion (Hyperion Cantos, #4)",4.16,30135,32910,1040,402,1364,5345,11259,14540,"Science Fiction,Fiction,Fantasy,Space,Space Opera,Science Fiction Fantasy,Audiobook,Science Fiction,Time Travel,Space,Speculative Fiction,Adventure",709.0,both,51.0
3247,1882574,553572946,Dan Simmons,1996.0,"Endymion (Hyperion Cantos, #3)",4.14,30664,33572,969,273,1201,5556,12997,13545,,,left_only,52.0
3248,905641,734406940,Shaun Tan,2006.0,The Arrival,4.33,33764,36400,3436,678,1186,4142,9897,20497,,,left_only,97.0
3249,21366542,385743602,Brandon Sanderson,2016.0,"Calamity (The Reckoners, #3)",4.2,27146,33909,3310,93,680,5383,14098,13655,"Fantasy,Young Adult,Science Fiction,Fiction,Science Fiction,Dystopia,Fantasy,Urban Fantasy,Audiobook,Comics,Superheroes,Apocalyptic,Post Apocalyptic,Adventure",424.0,both,144.0
3254,4116777,60842350,Christopher Moore,2004.0,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",3.82,32000,34999,2641,785,2421,9087,12713,9993,,,left_only,88.0
3257,43166999,1101875895,Kent Haruf,2015.0,Our Souls at Night,3.96,26249,33831,5858,488,1746,6807,14388,10402,,,left_only,193.0
3258,1461164,515130389,Nora Roberts,2000.0,Carolina Moon,4.02,33719,35180,699,276,1338,8343,12574,12649,"Romance,Romance,Romantic Suspense,Mystery,Fiction,Romance,Contemporary Romance,Contemporary,Suspense,Fantasy,Paranormal,Womens Fiction,Chick Lit,Thriller",470.0,both,22.0
3259,18151238,1594486247,Cathy Marie Buchanan,2012.0,The Painted Girls,3.61,26798,29304,2855,1332,2612,8420,10799,6141,"Historical,Historical Fiction,Fiction,Historical,Cultural,France,Art,Audiobook,Cultural,Canada,Adult,Adult Fiction,Book Club",357.0,both,179.0
3263,13534308,802720870,Simone Elkeles,2011.0,"Chain Reaction (Perfect Chemistry, #3)",4.12,47773,49673,2651,1015,2419,8872,14647,22720,,,left_only,49.0
3264,1486259,440164842,James Clavell,1981.0,"Noble House (Asian Saga, #5)",4.23,30367,31751,396,157,699,5099,11538,14258,,,left_only,26.0
3265,2609827,843955287,Christine Feehan,1999.0,"Dark Prince (Dark, #1)",4.01,38879,42434,2077,1831,2802,7349,11509,18943,,,left_only,39.0
3269,44094715,812998685,David Mitchell,2015.0,Slade House,3.82,24898,31410,4629,544,1624,7871,14209,7162,,,left_only,127.0
3270,25488999,316253014,Chris Hadfield,2013.0,An Astronaut's Guide to Life on Earth,4.14,25474,29675,2831,627,1025,4534,10905,12584,,,left_only,113.0
3271,2327820,006121468X,Melissa Marr,2008.0,"Ink Exchange (Wicked Lovely, #2)",3.68,48264,50916,2861,1521,5439,14688,15408,13860,,,left_only,51.0
3274,894153,7158491,Dr. Seuss,1963.0,Hop On Pop,3.95,37324,40069,1023,689,2570,10318,10812,15680,,,left_only,6.0
3275,21457576,439682584,"J.K. Rowling, Mary GrandPré",2003.0,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",4.77,33220,33424,156,317,233,978,3686,28210,,,left_only,5.0
3276,1443938,142406147,Anthony Horowitz,2002.0,"Skeleton Key (Alex Rider, #3)",4.06,37232,39330,1188,306,1505,8546,14053,14920,"Young Adult,Fiction,Adventure,Spy Thriller,Espionage,Mystery,Action,Thriller,Childrens,Childrens,Middle Grade,Young Adult,Teen",327.0,both,10.0
3277,14596509,440236738,Harlan Coben,2002.0,Gone for Good,4.1,29777,33482,1759,197,847,6057,14641,11740,,,left_only,46.0
3278,2571145,6498868,Robin Hobb,1999.0,"The Mad Ship (Liveship Traders, #2)",4.21,30724,34918,892,192,905,5289,13528,15004,,,left_only,28.0
3279,709098,590414275,"Joanna Cole, Bruce Degen",1989.0,"Inside the Human Body (The Magic School Bus, #3)",4.26,30884,30932,287,418,1114,5147,7577,16676,,,left_only,1.0
3280,1805500,446611638,Michael Connelly,2003.0,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",4.15,29745,34476,1122,107,503,5871,15465,12530,"Mystery,Fiction,Mystery,Crime,Thriller,Mystery,Detective,Thriller,Mystery Thriller,Audiobook,Suspense,Mystery,Murder Mystery,Emergency Services,Police",416.0,both,22.0
3281,19205879,545522250,"Holly Black, Cassandra Clare",2014.0,"The Iron Trial (Magisterium, #1)",3.95,33510,41273,5202,1463,2108,8229,14840,14633,,,left_only,108.0
3282,18120108,044042321X,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011.0,"A Game of Thrones: The Graphic Novel, Vol. 1",4.48,25533,26951,808,244,484,2292,7087,16844,"Fantasy,Sequential Art,Graphic Novels,Sequential Art,Comics,Fiction,Adult,Graphic Novels Comics,Adventure,Fantasy,High Fantasy,Comics,Comic Book,Science Fiction Fantasy",240.0,both,44.0
3283,7347624,61728918,Candace Bushnell,2010.0,"The Carrie Diaries (The Carrie Diaries, #1)",3.57,30468,33160,2360,1282,3848,10460,9939,7631,,,left_only,42.0
3284,2471173,671042572,Bret Lott,1991.0,Jewel,3.64,31851,32731,587,763,2803,10719,11586,6860,,,left_only,27.0
3285,25003593,62300806,Veronica Roth,2013.0,"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",3.98,25327,28331,1592,1090,2274,5478,6803,12686,,,left_only,70.0
3286,709793,842329218,"Tim LaHaye, Jerry B. Jenkins",1996.0,"Tribulation Force (Left Behind, #2)",3.94,30592,32195,797,906,2002,6948,10569,11770,,,left_only,22.0
3287,7261546,014311638X,Michael Pollan,2008.0,Food Rules: An Eater's Manual,3.99,30577,33151,3044,349,1485,7565,12460,11292,,,left_only,102.0
3289,255085,60093366,Ellen Schreiber,2003.0,"Vampire Kisses (Vampire Kisses, #1)",3.69,43323,44598,2082,2613,5117,11246,10281,15341,,,left_only,51.0
3290,21823194,312577214,Kristin Hannah,2013.0,"Fly Away (Firefly Lane, #2)",3.94,27109,31959,3221,391,1656,7474,12371,10067,"Fiction,Womens Fiction,Chick Lit,Contemporary,Audiobook,Romance,Adult Fiction,Drama,Womens Fiction,Adult,Family",400.0,both,85.0
3291,1000406,756402972,Tad Williams,1990.0,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",4.09,32709,35044,422,384,1377,6449,13369,13465,,,left_only,35.0
3293,1445239,812976185,Anna Quindlen,1994.0,One True Thing,4.01,30831,32454,1096,214,965,7197,13926,10152,,,left_only,99.0
3294,26579483,1609452232,"Elena Ferrante, Ann Goldstein",2013.0,Those Who Leave and Those Who Stay (The Neapolitan Novels #3),4.29,24967,33660,2690,168,562,4024,13395,15511,,,left_only,69.0
3295,1293084,1841493147,Trudi Canavan,2002.0,"The Novice (Black Magician Trilogy, #2)",4.07,32944,38264,1039,271,1324,7454,15682,13533,,,left_only,19.0
3297,23678657,098836946X,Monica  Murphy,2013.0,"One Week Girlfriend (One Week Girlfriend, #1)",3.94,44678,48199,3191,1017,2697,10157,18429,15899,"New Adult,Romance,Contemporary,Academic,College,Romance,Contemporary Romance,Sociology,Abuse,Young Adult,Sports,Sports,Adult,Drama",290.0,both,59.0
3298,2501194,553575651,Robin Hobb,2000.0,"Ship of Destiny (Liveship Traders, #3)",4.21,34271,38169,1011,431,1125,5651,13899,17063,,,left_only,24.0
3299,21746515,140911399X,Maeve Binchy,2012.0,A Week in Winter,3.79,25371,32533,4641,405,1850,9334,13675,7269,"Fiction,Cultural,Ireland,Womens Fiction,Chick Lit,Romance,Audiobook,Contemporary,Adult Fiction,European Literature,Irish Literature,Adult,Womens Fiction",464.0,both,50.0
3300,18245549,385536073,John Grisham,2012.0,Calico Joe,3.8,27244,31685,3872,620,1971,8531,12698,7865,,,left_only,64.0
3301,273909,1591163293,"Hisaya Nakajo, David Ury",1997.0,"Hana-Kimi, Vol. 1 (Hana-Kimi, #1)",4.16,30403,30508,283,924,1480,4968,7426,15710,,,left_only,28.0
3302,1897725,765343436,Juliet Marillier,1999.0,"Daughter of the Forest  (Sevenwaters, #1)",4.28,39792,43242,3186,703,1287,5510,13357,22385,,,left_only,127.0
3303,997631,399229191,Eric Carle,1984.0,The Very Busy Spider,4.19,31537,32002,558,345,1027,6083,9146,15401,,,left_only,8.0
3304,244031,9991373764,Judy Blume,1978.0,Freckle Juice,3.82,34579,36363,779,672,2412,10944,11224,11111,,,left_only,21.0
3305,7421862,1591843162,Seth Godin,2010.0,Linchpin: Are You Indispensable?,3.87,26555,28121,1462,1014,1960,6021,9680,9446,,,left_only,74.0
3307,980007,767913736,Candice Millard,2005.0,The River of Doubt: Theodore Roosevelt's Darkest Journey,4.16,30894,33114,3208,515,1018,5011,12750,13820,,,left_only,109.0
3308,2710546,312421702,"Atul Gawande, Susanne Kuhlmann-Krieg",2002.0,Complications: A Surgeon's Notes on an Imperfect Science,4.23,26267,27901,1977,168,579,3800,11337,12017,,,left_only,103.0
3309,10351697,045146365X,Jim Butcher,2010.0,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",4.23,33738,37329,1680,69,515,5726,15346,15673,,,left_only,65.0
3310,799260,374521344,"Roland Barthes, Richard Howard",1980.0,Camera Lucida: Reflections on Photography,3.92,26754,28476,413,1191,2000,5810,8269,11206,,,left_only,28.0
3311,747996,080411109X,Amy Tan,1995.0,The Hundred Secret Senses,3.98,32002,34934,1419,269,1232,8092,14830,10511,,,left_only,50.0
3312,43243536,778317706,Mary Kubica,2015.0,Pretty Baby,3.75,24685,30632,3196,524,1962,8622,13039,6485,,,left_only,94.0
3313,3149511,385524943,Andrew Davidson,2008.0,The Gargoyle,3.96,32699,37446,5069,1096,2464,7113,12851,13922,,,left_only,68.0
3314,1610031,60593083,Neal Stephenson,2003.0,"Quicksilver (The Baroque Cycle, #1)",3.92,27675,30689,1776,997,2281,5852,10667,10892,,,left_only,101.0
3315,24036009,1250040159,"Elizabeth  Smart, Chris Stewart",2013.0,My Story,3.77,23294,25846,3604,1048,1889,6465,8899,7545,"Autobiography,Memoir,Nonfiction,Crime,True Crime,Biography,Audiobook,Biography Memoir,Biography,Autobiography,Mystery,Crime,Religion,Sociology,Abuse",308.0,both,69.0
3316,1142385,810959259,"Michael Buckley, Peter Ferguson",2005.0,"The Fairy-Tale Detectives (The Sisters Grimm, #1)",4.01,38655,40754,2869,896,2005,8726,13385,15742,,,left_only,115.0
3317,9789407,552144290,"Terry Pratchett, Stephen Briggs",1996.0,Mort: The Play,4.29,27706,27993,90,92,409,3952,10355,13185,"Fantasy,Fiction,Humor,Humor,Comedy,Plays,Science Fiction Fantasy,Science Fiction,Death,Adventure,Plays,Theatre",192.0,both,33.0
3318,7134814,1596435690,Caragh M. O'Brien,2010.0,"Birthmarked (Birthmarked, #1)",3.89,37656,40821,3427,1008,2554,9200,15157,12902,,,left_only,261.0
3319,909082,61231150,"Derek Landy, Tom Percival",2007.0,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",4.21,32785,38882,3119,561,1362,5927,12525,18507,,,left_only,66.0
3320,1283844,156717204,Andy Warhol,1975.0,The Philosophy of Andy Warhol (From A to B and Back Again),3.77,24879,25292,370,1578,1983,5830,7217,8684,,,left_only,67.0
3321,1222661,141185260,Vladimir Nabokov,1962.0,Pale Fire,4.19,26377,30819,1865,610,1328,4507,9431,14943,,,left_only,194.0
3322,851956,452285453,Tracy Chevalier,2003.0,The Lady and the Unicorn,3.67,32490,35143,1607,824,2933,10941,12748,7697,,,left_only,78.0
3324,25273867,385351836,B.J. Novak,2014.0,One More Thing: Stories and Other Stories,3.66,28922,31333,3937,1263,2984,8478,11175,7433,,,left_only,142.0
3325,9910828,552144320,"Terry Pratchett, Stephen Briggs",1997.0,Men at Arms: The Play,4.39,28503,28536,51,79,257,3214,9999,14987,,,left_only,55.0
3326,5280008,451227190,Rachel Caine,2009.0,"Carpe Corpus (The Morganville Vampires, #6)",4.21,41536,43570,937,452,1381,7418,13655,20664,,,left_only,17.0
3327,23906880,7491433,Nathan Filer,2013.0,The Shock of the Fall,3.79,21798,33088,3633,637,2363,8743,13049,8296,"Fiction,Contemporary,Health,Mental Health,Young Adult,Mental Health,Mental Illness,Adult,Psychology,Adult Fiction,Novels,Literary Fiction",310.0,both,61.0
3328,19187769,62220969,Madeleine Roux,2013.0,"Asylum (Asylum, #1)",3.64,29687,33348,4166,1417,3844,9236,9741,9110,"Horror,Young Adult,Mystery,Fantasy,Paranormal,Fiction,Fantasy,Thriller,Paranormal,Ghosts,Fantasy,Supernatural,Young Adult,Teen",317.0,both,98.0
3330,2346717,60788194,Kim Harrison,2006.0,"A Fistful of Charms (The Hollows, #4)",4.28,43181,46272,1168,193,900,6612,16441,22126,,,left_only,31.0
3331,2404919,1590521196,John Piper,1986.0,Desiring God: Meditations of a Christian Hedonist,4.19,25099,25962,615,723,1036,3585,7808,12810,,,left_only,79.0
3332,17962903,316213101,Holly Black,2013.0,The Coldest Girl in Coldtown,3.86,37682,40976,6279,1253,2891,9233,14556,13043,"Young Adult,Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Horror,Fantasy,Urban Fantasy,Romance,Fiction,Fantasy,Supernatural,Science Fiction,Dystopia",419.0,both,122.0
3333,817175,446615129,Carl Hiaasen,2004.0,Skinny Dip,3.79,29862,32615,2605,357,1700,9398,14260,6900,"Fiction,Mystery,Humor,Mystery,Crime,Humor,Comedy,Thriller,Mystery Thriller,Adult Fiction,Audiobook,Adult,Thriller",496.0,both,26.0
3334,43082583,1451693591,Alice Hoffman,2015.0,The Marriage of Opposites,3.86,29179,35046,3256,1528,1858,7192,13765,10703,,,left_only,190.0
3335,17907836,547386079,Jonah Lehrer,2012.0,Imagine: How Creativity Works,3.75,24727,25545,1706,1306,2001,6222,8246,7770,"Nonfiction,Psychology,Science,Business,Art,Self Help,Language,Writing,Design,Biology,Neuroscience,Sociology",279.0,both,163.0
3336,2302138,451224639,Rachel Caine,2008.0,"Feast of Fools (The Morganville Vampires, #4)",4.17,43435,45953,1227,446,1547,8457,14841,20662,,,left_only,18.0
3337,13096117,1442423684,Neal Shusterman,2012.0,"UnWholly (Unwind, #2)",4.25,33679,37355,3752,366,848,5028,13864,17249,"Young Adult,Science Fiction,Dystopia,Science Fiction,Fiction,Fantasy,Young Adult,Teen,Horror,Thriller,Romance,Adventure,Survival",416.0,both,125.0
3338,2207382,316156116,David Foster Wallace,2005.0,Consider the Lobster and Other Essays,4.25,26551,29562,2283,248,717,3541,11853,13203,,,left_only,109.0
3339,7250253,1423128192,Eoin Colfer,2010.0,"The Atlantis Complex (Artemis Fowl, #7)",3.97,39307,42321,1675,636,2476,9661,14456,15092,,,left_only,82.0
3340,2925968,345422406,Anne Rice,2000.0,Merrick (The Vampire Chronicles #7),3.71,32734,34850,510,738,3019,10610,11690,8793,,,left_only,62.0
3345,27679579,62348671,Becky Albertalli,2015.0,Simon vs. the Homo Sapiens Agenda,4.26,53570,60327,10986,926,1573,7378,21499,28951,,,left_only,125.0
3347,17562095,1419704281,A.G. Howard,2013.0,"Splintered (Splintered, #1)",3.96,37225,41708,6562,1634,2907,7663,12796,16708,"Fantasy,Young Adult,Retellings,Romance,Fantasy,Magic,Fantasy,Fairy Tales,Fantasy,Paranormal,Fiction,Adventure,Young Adult,Young Adult Fantasy",371.0,both,154.0
3350,488848,1423104870,Cinda Williams Chima,2007.0,"The Wizard Heir (The Heir Chronicles, #2)",4.14,33653,35076,1300,345,1130,6203,12914,14484,,,left_only,55.0
3352,19815,014029628X,Susan Vreeland,1999.0,Girl in Hyacinth Blue,3.72,31883,33042,1641,556,2293,10352,12602,7239,,,left_only,93.0
3353,446280,067166154X,William Steig,1969.0,Sylvester and the Magic Pebble,4.14,36260,36897,1208,776,1548,6713,10631,17229,,,left_only,6.0
3354,14428801,184737459X,Philippa Gregory,2011.0,"The Lady of the Rivers (The Plantagenet and Tudor Novels, #1)",3.96,31744,38053,2776,444,1672,8821,14984,12132,,,left_only,109.0
3355,14598314,525952063,Harlan Coben,2011.0,Live Wire (Myron Bolitar #10),4.07,28849,31734,1545,235,911,6262,13361,10965,,,left_only,36.0
3356,2782429,767927567,"Carolyn Jessop, Laura Palmer",2007.0,Escape,3.96,28581,30543,4148,348,1322,7112,12163,9598,,,left_only,84.0
3357,867691,044653109X,David Baldacci,2006.0,"The Collectors (Camel Club, #2)",4.01,29596,32869,1417,278,1082,6907,14410,10192,"Fiction,Mystery,Thriller,Suspense,Mystery,Crime,Thriller,Mystery Thriller,Audiobook,Spy Thriller,Espionage,Action,Drama",438.0,both,27.0
3358,13319085,330316117,Douglas Adams,1986.0,The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,4.51,27855,29642,452,220,534,2417,7287,19184,,,left_only,13.0
